c5,c119,gemma3_4b_it_triplets,phi4mini_instruct_triplets,gemma3_4b_it_triplets_clean,phi4mini_instruct_triplets_clean
19820519017529A,"BELIEVED COWLING LOOSE,CLOSED THROTTLE, CRASH LANDED SHORT OF RUNWAY RETURNING. HAD FAILED TO REMOVE ENGINE PLUGS. ","<CRASH LANDED, HAS CAUSE, HAD FAILED TO REMOVE ENGINE PLUGS>
<CRASH LANDED, EVENT DISTANCE, SHORT OF RUNWAY>
<COWLING LOOSE, INSTANCE OF, CRASH LANDED>
<CLOSED THROTTLE, HAS CAUSE, CRASH LANDED>","<BELIEVED COWLING LOOSE, CRASH LANDED, SHORT OF RUNWAY RETURNING>
<FOLLOWED BY, FAILED TO REMOVE ENGINE PLUGS, BELIEVED COWLING LOOSE>","<CRASH LANDED, HAS CAUSE, HAD FAILED TO REMOVE ENGINE PLUGS>
<CRASH LANDED, EVENT DISTANCE, SHORT OF RUNWAY>
<COWLING LOOSE, INSTANCE OF, CRASH LANDED>
<CLOSED THROTTLE, HAS CAUSE, CRASH LANDED>","<BELIEVED COWLING LOOSE, CRASH LANDED, SHORT OF RUNWAY RETURNING>
<FOLLOWED BY, FAILED TO REMOVE ENGINE PLUGS, BELIEVED COWLING LOOSE>"
19820507014589A,"UNSECURED CARGO STRAP BLEW OUT OPEN DOOR AND TANGLED IN TAIL ROTOR, CAUSING LOSS OF CONTROL. MADE HARD AUTO LANDING","<UNSECURED CARGO STRAP, HAS CAUSE, LOSS OF CONTROL>
<OPEN DOOR, HAS EFFECT, HARD AUTO LANDING>
<TAIL ROTOR, INSTANCE OF, OPEN DOOR>","<UNSECURED CARGO STRAP, HAS CAUSE, LOSS OF CONTROL>
<LOSS OF CONTROL, MAINTAINED BY, HARD AUTO LANDING>","<UNSECURED CARGO STRAP, HAS CAUSE, LOSS OF CONTROL>
<OPEN DOOR, HAS EFFECT, HARD AUTO LANDING>
<TAIL ROTOR, INSTANCE OF, OPEN DOOR>","<UNSECURED CARGO STRAP, HAS CAUSE, LOSS OF CONTROL>
<LOSS OF CONTROL, MAINTAINED BY, HARD AUTO LANDING>"
19820430023609I,ENGINE LOST POWER. PILOT AUTOROTATED INTO WATER. FOUND RED SHOP TOWEL INGESTED BY ENGINE.                          ,"<ENGINE, HAS CAUSE, ENGINE LOST POWER>
<PILOT, INSTANCE OF, PILOT>
<PILOT, FOLLOWED BY, AUTOROTATED INTO WATER>
<AUTOROTATED INTO WATER, LOCATION, WATER>
<RED SHOP TOWEL, PART OF, ENGINE>
<RED SHOP TOWEL, INGESTED BY, ENGINE>","<ENGINE, HAS CAUSE, LOST POWER>
<PILOT, EVENT DISTANCE, AUTOROTATED INTO WATER>
<RED SHOP TOWEL, HAS EFFECT, INGESTED BY ENGINE>","<ENGINE, HAS CAUSE, ENGINE LOST POWER>
<PILOT, INSTANCE OF, PILOT>
<PILOT, FOLLOWED BY, AUTOROTATED INTO WATER>
<AUTOROTATED INTO WATER, LOCATION, WATER>
<RED SHOP TOWEL, PART OF, ENGINE>
<RED SHOP TOWEL, INGESTED BY, ENGINE>","<ENGINE, HAS CAUSE, LOST POWER>
<PILOT, EVENT DISTANCE, AUTOROTATED INTO WATER>
<RED SHOP TOWEL, HAS EFFECT, INGESTED BY ENGINE>"
19820429023529I,ENGINE QUIT DURING PRACTICE MANEUVER. LANDED IN A FIELD. FAILED TO REMOVE MASKING TAPE OVER FUEL VENT.             ,"<ENGINE, HAS CAUSE, PRACTICE MANEUVER>
<ENGINE, EVENT DISTANCE, LANDED>
<LANDED, LOCATION, FIELD>
<FAILED TO REMOVE MASKING TAPE, HAS EFFECT, REMOVE>
<FAILED TO REMOVE MASKING TAPE, PART OF, FUEL VENT>","<ENGINE, EVENT DISTANCE, PRACTICE MANEUVER>
<ENGINE, LOCATION, FIELD>
<MASKING TAPE, HAS EFFECT, FUEL VENT>","<ENGINE, HAS CAUSE, PRACTICE MANEUVER>
<ENGINE, EVENT DISTANCE, LANDED>
<LANDED, LOCATION, FIELD>
<FAILED TO REMOVE MASKING TAPE, HAS EFFECT, REMOVE>
<FAILED TO REMOVE MASKING TAPE, PART OF, FUEL VENT>","<ENGINE, EVENT DISTANCE, PRACTICE MANEUVER>
<ENGINE, LOCATION, FIELD>
<MASKING TAPE, HAS EFFECT, FUEL VENT>"
19820602025369I,"ENGINE QUIT ON VECTORS TO ILS APPROACH. LANDED OFF AIRPORT. FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL","<ENGINE, HAS CAUSE, VECTORS TO ILS APPROACH>
<LANDED, FOLLOWED BY, OFF AIRPORT>
<FUEL CAP, HAS EFFECT, SIPHONED>
<FUEL CAP, HAS EFFECT, COLLAPSED CELL>","<ENGINE QUIT, FOLLOWED BY, VECTORS TO ILS APPROACH>
<LANDED OFF AIRPORT, EVENT DISTANCE, FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL>","<ENGINE, HAS CAUSE, VECTORS TO ILS APPROACH>
<LANDED, FOLLOWED BY, OFF AIRPORT>
<FUEL CAP, HAS EFFECT, SIPHONED>
<FUEL CAP, HAS EFFECT, COLLAPSED CELL>","<ENGINE QUIT, FOLLOWED BY, VECTORS TO ILS APPROACH>
<LANDED OFF AIRPORT, EVENT DISTANCE, FUEL CAP IMPROPERLY INSTALLED, SIPHONED, COLLAPSED CELL>"
19820528025609I,VAPOR FROM RIGHT ENGINE. RETURNED. FOUND LOOSE OIL CAP HAD SIPHONED EIGHT QUARTS OF OIL.                           ,"<OIL, HAS CAUSE, VAPOR>
<OIL, HAS EFFECT, LOOSE OIL CAP>
<LOOSE OIL CAP, ACTION, SIPHONED>
<OIL, EVENT DISTANCE, EIGHT QUARTS>","<VAPOR, RETURNED, RIGHT ENGINE>
<LOOSE OIL CAP, HAD SIPHONED, EIGHT QUARTS OF OIL>","<OIL, HAS CAUSE, VAPOR>
<OIL, HAS EFFECT, LOOSE OIL CAP>
<LOOSE OIL CAP, ACTION, SIPHONED>
<OIL, EVENT DISTANCE, EIGHT QUARTS>","<VAPOR, RETURNED, RIGHT ENGINE>
<LOOSE OIL CAP, HAD SIPHONED, EIGHT QUARTS OF OIL>"
19820529032659I,LOST RPM ON LIFT OFF FROM TRUCK PAD. TAIL ROTOR HIT GRAPEVINE WIRES ON LANDING. WATER IN FUEL.                     ,"<LOST RPM, HAS CAUSE, LIFT OFF>
<TAIL ROTOR, HIT, GRAPEVINE WIRES>
<TAIL ROTOR, EVENT DISTANCE, LANDING>
<WATER IN FUEL, HAS EFFECT, LOST RPM>","<LIFT OFF, EVENT DISTANCE, TRUCK PAD>
<TAIL ROTOR, HAS CAUSE, GRAPEVINE WIRES>
<FUEL, HAS EFFECT, WATER IN>","<LOST RPM, HAS CAUSE, LIFT OFF>
<TAIL ROTOR, HIT, GRAPEVINE WIRES>
<TAIL ROTOR, EVENT DISTANCE, LANDING>
<WATER IN FUEL, HAS EFFECT, LOST RPM>","<LIFT OFF, EVENT DISTANCE, TRUCK PAD>
<TAIL ROTOR, HAS CAUSE, GRAPEVINE WIRES>
<FUEL, HAS EFFECT, WATER IN>"
19820529032519I,RAN ONE TANK DRY EN ROUTE. FUEL SELECTOR WOULD NOT MOVE TO OTHER TANK. LANDED ON A ROAD. FUEL SELECTOR LACKED LUBE.,"<FUEL SELECTOR, LACKED LUBE, FUEL SELECTOR>
<FUEL SELECTOR, HAS EFFECT, RAN ONE TANK DRY>
<FUEL SELECTOR, FOLLOWED BY, LANDED ON A ROAD>","<FUEL SELECTOR, HAS CAUSE, NOT MOVING TO OTHER TANK>
<FUEL SELECTOR, HAS CAUSE, LACKING LUBE>
<FUEL SELECTOR, HAS CAUSE, LANDED ON A ROAD>","<FUEL SELECTOR, LACKED LUBE, FUEL SELECTOR>
<FUEL SELECTOR, HAS EFFECT, RAN ONE TANK DRY>
<FUEL SELECTOR, FOLLOWED BY, LANDED ON A ROAD>","<FUEL SELECTOR, HAS CAUSE, NOT MOVING TO OTHER TANK>
<FUEL SELECTOR, HAS CAUSE, LACKING LUBE>
<FUEL SELECTOR, HAS CAUSE, LANDED ON A ROAD>"
19820603020449A,"PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK, AIRCRAFT ROLLED INVERTED AND CRASHED AFTER TAKEOFF.          ","<AIRCRAFT, INSTANCE OF, PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK>
<CRASH, HAS CAUSE, AILERON/ELEVATOR CONTROL LOCK>
<CRASH, EVENT DISTANCE, TAKEOFF>
<AIRCRAFT, HAS EFFECT, ROLLED INVERTED>","<PILOT, HAS CAUSE, AILERON/ELEVATOR CONTROL LOCK REMOVED>
<CRASH, EVENT DISTANCE, TAKEOFF>","<AIRCRAFT, INSTANCE OF, PILOT FORGOT TO REMOVE AILERON/ELEVATOR CONTROL LOCK>
<CRASH, HAS CAUSE, AILERON/ELEVATOR CONTROL LOCK>
<CRASH, EVENT DISTANCE, TAKEOFF>
<AIRCRAFT, HAS EFFECT, ROLLED INVERTED>","<PILOT, HAS CAUSE, AILERON/ELEVATOR CONTROL LOCK REMOVED>
<CRASH, EVENT DISTANCE, TAKEOFF>"
19820415009459A,MAINTENANCE PUT AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN. PILOT FAILED TO REMEMDY PRIOR TO TAXI FOR TAKEOFF.   ,"<AIRCRAFT, MAINTAINED BY, MAINTENANCE>
<AIRCRAFT, HAS EFFECT, GEAR DOORS OPEN>
<PILOT, FAILED TO REMEMDY, PRIOR>
<TAXI, FOLLOWS, TAKEOFF>","<MAINTENANCE, HAS EFFECT, AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN>
<PILOT, FAILED TO REMEMDY, TAXI FOR TAKEOFF>","<AIRCRAFT, MAINTAINED BY, MAINTENANCE>
<AIRCRAFT, HAS EFFECT, GEAR DOORS OPEN>
<PILOT, FAILED TO REMEMDY, PRIOR>
<TAXI, FOLLOWS, TAKEOFF>","<MAINTENANCE, HAS EFFECT, AIRCRAFT ON FLIGHT LINE WITH GEAR DOORS OPEN>
<PILOT, FAILED TO REMEMDY, TAXI FOR TAKEOFF>"
19820317004239A,SEAT WAS NOT PROPERLY SECURED AND SLID FULL AFT DURING TAKEOFF CAUSING CRASH.                                      ,"<TAKEOFF, HAS CAUSE, CRASH>
<CRASH, HAS EFFECT, SEAT>
<SEAT, INSTANCE OF, SLID FULL AFT>","<SEAT, HAS CAUSE, CRASH>
<SEAT, USED BY, PASSENGER>
<SEAT, EVENT DISTANCE, FULL AFT>","<TAKEOFF, HAS CAUSE, CRASH>
<CRASH, HAS EFFECT, SEAT>
<SEAT, INSTANCE OF, SLID FULL AFT>","<SEAT, HAS CAUSE, CRASH>
<SEAT, USED BY, PASSENGER>
<SEAT, EVENT DISTANCE, FULL AFT>"
19820529042539A,REAR OF SKID CAUGHT UNDER BOARDWALK ON ATTEMPTED TAKEOFF. HELICOPTER CRASHED AND TURNED. PILOTS STORY DIFFERS.     ,"<REAR OF SKID, LOCATION, BOARDWALK>
<HELICOPTER CRASHED, INSTANCE OF, TAKEOFF>
<PILOTS STORY, FOLLOWS, HELICOPTER CRASHED>","<REAR OF SKID, CAUGHT UNDER, BOARDWALK>
<HELICOPTER, CRASHED, ATTEMPTED TAKEOFF>
<PILOTS STORY, DIFFER, HELICOPTER CRASH>","<REAR OF SKID, LOCATION, BOARDWALK>
<HELICOPTER CRASHED, INSTANCE OF, TAKEOFF>
<PILOTS STORY, FOLLOWS, HELICOPTER CRASHED>","<REAR OF SKID, CAUGHT UNDER, BOARDWALK>
<HELICOPTER, CRASHED, ATTEMPTED TAKEOFF>
<PILOTS STORY, DIFFER, HELICOPTER CRASH>"
19820415010389A,"ENGINE QUIT ON TAKEOFF, LANDED ON REMAINING RUNWAY, RAN OFF INTO A DITCH FOUND CARBURETOR FULL OF WATER.           ","<ENGINE QUIT ON TAKEOFF, HAS CAUSE, RAN OFF INTO A DITCH>
<LANDED ON REMAINING RUNWAY, HAS EFFECT, RAN OFF INTO A DITCH>
<CARBURETOR FULL OF WATER, PART OF, ENGINE>","<ENGINE QUIT, EVENT DISTANCE, TAKEOFF>
<LANDED, EVENT DISTANCE, REMAINING RUNWAY>
<RAN OFF INTO A DITCH, EVENT DISTANCE, CARBURETOR FULL OF WATER>","<ENGINE QUIT ON TAKEOFF, HAS CAUSE, RAN OFF INTO A DITCH>
<LANDED ON REMAINING RUNWAY, HAS EFFECT, RAN OFF INTO A DITCH>
<CARBURETOR FULL OF WATER, PART OF, ENGINE>","<ENGINE QUIT, EVENT DISTANCE, TAKEOFF>
<LANDED, EVENT DISTANCE, REMAINING RUNWAY>
<RAN OFF INTO A DITCH, EVENT DISTANCE, CARBURETOR FULL OF WATER>"
19820407008349A,"VIBRATION AFTER LIFTOFF. UNABLE TO CLIMB. LANDED ON GRASS NEAR RUNWAY, STRUCK FENCE. ICE & SNOW ON AIRCRAFT.       ","<VIBRATION AFTER LIFTOFF, HAS EFFECT, UNABLE TO CLIMB>
<UNABLE TO CLIMB, HAS CAUSE, ICE & SNOW ON AIRCRAFT>
<LANDED ON GRASS NEAR RUNWAY, LOCATION, RUNWAY>
<LANDED ON GRASS NEAR RUNWAY, HAS EFFECT, STRUCK FENCE>
<ICE & SNOW ON AIRCRAFT, TIME PERIOD, LIFTOFF>","<VIBRATION AFTER LIFTOFF, UNABLE TO CLIMB, LANDED ON GRASS NEAR RUNWAY>
<VIBRATION AFTER LIFTOFF, STRUCK FENCE, LANDED ON GRASS NEAR RUNWAY>
<ICE & SNOW ON AIRCRAFT, LANDED ON GRASS NEAR RUNWAY>","<VIBRATION AFTER LIFTOFF, HAS EFFECT, UNABLE TO CLIMB>
<UNABLE TO CLIMB, HAS CAUSE, ICE & SNOW ON AIRCRAFT>
<LANDED ON GRASS NEAR RUNWAY, LOCATION, RUNWAY>
<LANDED ON GRASS NEAR RUNWAY, HAS EFFECT, STRUCK FENCE>
<ICE & SNOW ON AIRCRAFT, TIME PERIOD, LIFTOFF>","<VIBRATION AFTER LIFTOFF, UNABLE TO CLIMB, LANDED ON GRASS NEAR RUNWAY>
<VIBRATION AFTER LIFTOFF, STRUCK FENCE, LANDED ON GRASS NEAR RUNWAY>
<ICE & SNOW ON AIRCRAFT, LANDED ON GRASS NEAR RUNWAY>"
19820310017029I,ENGINE OVERHEATED ON CLIMBOUT. PILOT REMEMBERED HE FORGOT TO REMOVE ENGINE COWLING BIRD PLUGS.                     ,"<ENGINE, INSTANCE OF, OVERHEATED>
<OVERHEATING, HAS CAUSE, ENGINE COWLING BIRD PLUGS>
<PILOT, REMEMBERED, FORGOT>
<FORGOT, PART OF, ENGINE COWLING BIRD PLUGS>
<CLIMBOUT, EVENT DISTANCE, ENGINE>","<ENGINE, HAS CAUSE, OVERHEATING>
<PILOT, REMEMBERED TO FORGET, REMOVE ENGINE COWLING BIRD PLUGS>","<ENGINE, INSTANCE OF, OVERHEATED>
<OVERHEATING, HAS CAUSE, ENGINE COWLING BIRD PLUGS>
<PILOT, REMEMBERED, FORGOT>
<FORGOT, PART OF, ENGINE COWLING BIRD PLUGS>
<CLIMBOUT, EVENT DISTANCE, ENGINE>","<ENGINE, HAS CAUSE, OVERHEATING>
<PILOT, REMEMBERED TO FORGET, REMOVE ENGINE COWLING BIRD PLUGS>"
19820311007049I,PILOT REPORTED LOSS OF OIL IN ENGINE AND DIVERTED TO MEMPHIS. FOUND OIL TANK CAP MISSING. OIL CAP 315510704.       ,"<PILOT, REPORTED, LOSS OF OIL>
<LOSS OF OIL, HAS EFFECT, DIVERTED TO MEMPHIS>
<OIL TANK, PART OF, ENGINE>
<OIL TANK, INSTANCE OF, OIL CAP 315510704>","<ENGINE, HAS CAUSE, LOSS OF OIL>
<ENGINE, HAS CAUSE, DIVERTED TO MEMPHIS>
<ENGINE, HAS CAUSE, OIL TANK CAP MISSING>
<OIL TANK CAP, INSTANCE OF, CAP 315510704>","<PILOT, REPORTED, LOSS OF OIL>
<LOSS OF OIL, HAS EFFECT, DIVERTED TO MEMPHIS>
<OIL TANK, PART OF, ENGINE>
<OIL TANK, INSTANCE OF, OIL CAP 315510704>","<ENGINE, HAS CAUSE, LOSS OF OIL>
<ENGINE, HAS CAUSE, DIVERTED TO MEMPHIS>
<ENGINE, HAS CAUSE, OIL TANK CAP MISSING>
<OIL TANK CAP, INSTANCE OF, CAP 315510704>"
19820422028619I,PILOT FAILED TO SECURE CABIN DOOR. DOOR OPENED IN FLIGHT DUE TO TURBULENCE. MADE PRECAUTIONARY LANDING.            ,"<PILOT, USED BY, CABIN DOOR>
<CABIN DOOR, HAS EFFECT, DOOR OPENED IN FLIGHT>
<DOOR OPENED IN FLIGHT, HAS CAUSE, TURBULENCE>
<MADE PRECAUTIONARY LANDING, FOLLOWED BY, PILOT>","<PILOT, FAILED TO SECURE, CABIN DOOR>
<CABIN DOOR, OPENED IN, FLIGHT>
<FLIGHT, CAUSE, TURBULENCE>
<MADDED PRECAUTIONARY LANDING, CAUSE, CABIN DOOR OPENED IN FLIGHT>","<PILOT, USED BY, CABIN DOOR>
<CABIN DOOR, HAS EFFECT, DOOR OPENED IN FLIGHT>
<DOOR OPENED IN FLIGHT, HAS CAUSE, TURBULENCE>
<MADE PRECAUTIONARY LANDING, FOLLOWED BY, PILOT>","<PILOT, FAILED TO SECURE, CABIN DOOR>
<CABIN DOOR, OPENED IN, FLIGHT>
<FLIGHT, CAUSE, TURBULENCE>
<MADDED PRECAUTIONARY LANDING, CAUSE, CABIN DOOR OPENED IN FLIGHT>"
19820415009889A,"FAILED TO CLIMB ON LIFTOFF. ABORTED, BOUNCED OFF END OF RUNWAY. PILOT HAD ELEVATOR TRIM IN NOSE DOWN RANGE.        ","<LIFTOFF, HAS CAUSE, FAILED TO CLIMB>
<ABORTED, FOLLOWED BY, BOUNCED OFF END OF RUNWAY>
<PILOT, USED BY, ELEVATOR TRIM>
<ELEVATOR TRIM, LOCATION, NOSE DOWN>","<FAILED TO CLIMB ON LIFTOFF, ABORTED, BOUNCED OFF END OF RUNWAY>
<PILOT, USED BY, ELEVATOR TRIM IN NOSE DOWN RANGE>","<LIFTOFF, HAS CAUSE, FAILED TO CLIMB>
<ABORTED, FOLLOWED BY, BOUNCED OFF END OF RUNWAY>
<PILOT, USED BY, ELEVATOR TRIM>
<ELEVATOR TRIM, LOCATION, NOSE DOWN>","<FAILED TO CLIMB ON LIFTOFF, ABORTED, BOUNCED OFF END OF RUNWAY>
<PILOT, USED BY, ELEVATOR TRIM IN NOSE DOWN RANGE>"
19820526019239A,PILOT ATTEMPTED TO ADJUST RUDDER PEDALS DURING CLIMB AND RELEASED GLIDER TOW ROPE. CRASHED DURING EMERGENCY LANDING,"<PILOT, USED BY, RUDDER PEDALS>
<PILOT, ACTION, ADJUSTED>
<PILOT, ACTION, RELEASED>
<GLIDER TOW ROPE, RELEASED BY, PILOT>
<CRASH, HAS CAUSE, EMERGENCY LANDING>
<CRASH, EVENT DISTANCE, DURING CLIMB>","<PILOT, ACTED, ADJUST RUDDER PEDALS>
<PILOT, ACTED, RELEASED GLIDER TOW ROPE>
<PILOT, ACTED, EMERGENCY LANDING>
<GLIDER, CRASHED, DURING EMERGENCY LANDING>","<PILOT, USED BY, RUDDER PEDALS>
<PILOT, ACTION, ADJUSTED>
<PILOT, ACTION, RELEASED>
<GLIDER TOW ROPE, RELEASED BY, PILOT>
<CRASH, HAS CAUSE, EMERGENCY LANDING>
<CRASH, EVENT DISTANCE, DURING CLIMB>","<PILOT, ACTED, ADJUST RUDDER PEDALS>
<PILOT, ACTED, RELEASED GLIDER TOW ROPE>
<PILOT, ACTED, EMERGENCY LANDING>
<GLIDER, CRASHED, DURING EMERGENCY LANDING>"
19820520017479A,"ENGINE MISSED ON TAKEOFF ROLL, ABORTED, RAN OFF END OF RUNWAY. HIT DITCH IN OVERRUN. OUTSIDE STORAGE, WATER IN FUEL","<ENGINE MISSED ON TAKEOFF ROLL, HAS CAUSE, ABORTED>
<ABORTED, FOLLOWED BY, RAN OFF END OF RUNWAY>
<RAN OFF END OF RUNWAY, HAS EFFECT, HIT DITCH IN OVERRUN>
<HIT DITCH IN OVERRUN, LOCATION, OUTSIDE STORAGE>
<HIT DITCH IN OVERRUN, HAS EFFECT, WATER IN FUEL>","<ENGINE, HAS CAUSE, ABORTED TAKEOFF>
<ENGINE, HAS CAUSE, RAN OFF END OF RUNWAY>
<ENGINE, HAS CAUSE, HIT DITCH IN OVERRUN>
<ENGINE, HAS CAUSE, OUTSIDE STORAGE>
<FUEL, HAS EFFECT, WATER IN FUEL>","<ENGINE MISSED ON TAKEOFF ROLL, HAS CAUSE, ABORTED>
<ABORTED, FOLLOWED BY, RAN OFF END OF RUNWAY>
<RAN OFF END OF RUNWAY, HAS EFFECT, HIT DITCH IN OVERRUN>
<HIT DITCH IN OVERRUN, LOCATION, OUTSIDE STORAGE>
<HIT DITCH IN OVERRUN, HAS EFFECT, WATER IN FUEL>","<ENGINE, HAS CAUSE, ABORTED TAKEOFF>
<ENGINE, HAS CAUSE, RAN OFF END OF RUNWAY>
<ENGINE, HAS CAUSE, HIT DITCH IN OVERRUN>
<ENGINE, HAS CAUSE, OUTSIDE STORAGE>
<FUEL, HAS EFFECT, WATER IN FUEL>"
19820418009679A,LOST BOTH ENGINES ON AN IFR CLIMBOUT. CRASHED INTO TREES AND BURNED TRYING TO RETURN. WAS SERVICED WITH JET FUEL.  ,"<IFR CLIMBOUT, FOLLOWED BY, CRASHED INTO TREES>
<CRASHED INTO TREES, HAS EFFECT, BURNED>
<WAS SERVICED WITH JET FUEL, USED BY, ?>","<LAST FLIGHT, CRASHED INTO, TREES>
<LAST FLIGHT, CRASHED INTO, BURNED>
<LAST FLIGHT, SERVICED WITH, JET FUEL>","<IFR CLIMBOUT, FOLLOWED BY, CRASHED INTO TREES>
<CRASHED INTO TREES, HAS EFFECT, BURNED>
<WAS SERVICED WITH JET FUEL, USED BY, ?>","<LAST FLIGHT, CRASHED INTO, TREES>
<LAST FLIGHT, CRASHED INTO, BURNED>
<LAST FLIGHT, SERVICED WITH, JET FUEL>"
19820405009239A,PILOT FORGOT TO REMOVE CONTROL LOCK ON AILERON AND COULN'T CONTROL AIRCRAFT DURING LANDING.                        ,"<PILOT, FORGOT TO REMOVE, CONTROL LOCK>
<CONTROL LOCK, PART OF, AILERON>
<AIRCRAFT, COULDN'T CONTROL, PILOT>
<LANDING, FOLLOWED BY, CONTROL>","<PILOT, HAS CAUSE, COULD NOT CONTROL AIRCRAFT DURING LANDING>","<PILOT, FORGOT TO REMOVE, CONTROL LOCK>
<CONTROL LOCK, PART OF, AILERON>
<AIRCRAFT, COULDN'T CONTROL, PILOT>
<LANDING, FOLLOWED BY, CONTROL>","<PILOT, HAS CAUSE, COULD NOT CONTROL AIRCRAFT DURING LANDING>"
19820503013499A,LOST CONTROL ON LANDING ROLL. STOPPED UPSIDE DOWN IN A DITCH. PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM FACTORS. ,"<ROLL, HAS CAUSE, LOST CONTROL>
<ROLL, EVENT DISTANCE, LANDING>
<ROLL, HAS EFFECT, STOPPED UPSIDE DOWN IN A DITCH>
<BRAKE SYSTEM, PART OF, PARKING BRAKE>","<LANDING ROLL, STOPPED, UPSIDE DOWN IN A DITCH>
<LANDING ROLL, FACTORS, PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM>","<ROLL, HAS CAUSE, LOST CONTROL>
<ROLL, EVENT DISTANCE, LANDING>
<ROLL, HAS EFFECT, STOPPED UPSIDE DOWN IN A DITCH>
<BRAKE SYSTEM, PART OF, PARKING BRAKE>","<LANDING ROLL, STOPPED, UPSIDE DOWN IN A DITCH>
<LANDING ROLL, FACTORS, PARKING BRAKE ON AND OR AIR IN BRAKE SYSTEM>"
19820602020269A,STALLED ON NOSE HIGH CLIMB AFTER TAKEOFF. SPUN INTO TREES. FOUND ELEVATOR TRIM IN FULL NOSE UP POSITION.           ,"<TAKEOFF, HAS CAUSE, STALLED ON NOSE HIGH CLIMB>
<SPUN INTO TREES, HAS EFFECT, ELEVATOR TRIM>
<ELEVATOR TRIM, INSTANCE OF, FULL NOSE UP POSITION>","<NOSE HIGH CLIMB, STALLED ON, STALLED>
<NOSE HIGH CLIMB, SPUN INTO, TREES>
<ELEVATOR TRIM, IN FULL NOSE UP POSITION>","<TAKEOFF, HAS CAUSE, STALLED ON NOSE HIGH CLIMB>
<SPUN INTO TREES, HAS EFFECT, ELEVATOR TRIM>
<ELEVATOR TRIM, INSTANCE OF, FULL NOSE UP POSITION>","<NOSE HIGH CLIMB, STALLED ON, STALLED>
<NOSE HIGH CLIMB, SPUN INTO, TREES>
<ELEVATOR TRIM, IN FULL NOSE UP POSITION>"
19820602020299A,CRASH OCCURRED DURING EMERGENCY LANDING ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL.                                  ,"<CRASH, HAS CAUSE, ENGINE QUIT>
<CRASH, HAS CAUSE, WATER IN FUEL>
<ENGINE QUIT, FOLLOWED BY, CRASH>","<CRASH, EVENT DISTANCE, EMERGENCY LANDING ATTTEMP>
<EMERGENCY LANDING ATTTEMP, HAS CAUSE, CRASH>
<EMERGENCY LANDING ATTTEMP, HAS EFFECT, ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL>","<CRASH, HAS CAUSE, ENGINE QUIT>
<CRASH, HAS CAUSE, WATER IN FUEL>
<ENGINE QUIT, FOLLOWED BY, CRASH>","<CRASH, EVENT DISTANCE, EMERGENCY LANDING ATTTEMP>
<EMERGENCY LANDING ATTTEMP, HAS CAUSE, CRASH>
<EMERGENCY LANDING ATTTEMP, HAS EFFECT, ATTTEMP ENGINE QUIT DUE TO WATER IN FUEL>"
19820602020319A,"PILOT FOUND CONTROLS LOCKED ON TAKEOFF. ABORTED, RAN OFF END OF RUNWAY HAD A 172 TYPE GUST LOCK IN CONTROL COLUMN. ","<CONTROLS, LOCKED ON, TAKEOFF>
<PILOT, ABORTED, TAKEOFF>
<PILOT, RAN OFF, RUNWAY>
<GUST LOCK, HAS EFFECT, CONTROL COLUMN>","<PILOT, EVENT DISTANCE, END OF RUNWAY>
<ABORTED, EVENT DISTANCE, TAKEOFF>
<172 TYPE GUST LOCK, CONTROL COLUMN>","<CONTROLS, LOCKED ON, TAKEOFF>
<PILOT, ABORTED, TAKEOFF>
<PILOT, RAN OFF, RUNWAY>
<GUST LOCK, HAS EFFECT, CONTROL COLUMN>","<PILOT, EVENT DISTANCE, END OF RUNWAY>
<ABORTED, EVENT DISTANCE, TAKEOFF>
<172 TYPE GUST LOCK, CONTROL COLUMN>"
